Year,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,Budget,DomesticGross,InternationalGross,WorldwideGross,NetProfits,roi
2010,Toy Story 3,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000,415004880,653874642,1068879522,868879522,4.0
2010,Alice in Wonderland,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,200000000,334191110,691300000,1025491110,825491110,4.0
2010,Iron Man 2,Paramount Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,170000000,312433331,308723058,621156389,451156389,3.0
2010,The Twilight Saga: Eclipse,Summit Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,68000000,300531751,405571077,706102828,638102828,9.0
2010,Harry Potter and the Deathly Hallows:…,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,125000000,296131568,664297789,960429357,835429357,7.0
2010,Inception,Warner Bros.,Thriller/Suspense,Original Screenplay,Animation/Live Action,Science Fiction,160000000,292576195,539975766,832551961,672551961,4.0
2010,Despicable Me,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,69000000,251513985,291950588,543464573,474464573,7.0
2010,Shrek Forever After,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,165000000,238736787,517507886,756244673,591244673,4.0
2010,How to Train Your Dragon,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Fantasy,165000000,217581232,277289760,494870992,329870992,2.0
2010,Tangled,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,260000000,200821936,384905155,585727091,325727091,1.0
2010,The Karate Kid,Sony Pictures,Adventure,Remake,Live Action,Contemporary Fiction,40000000,176591618,175183320,351774938,311774938,8.0
2010,Tron: Legacy,Walt Disney,Adventure,Original Screenplay,Live Action,Science Fiction,200000000,172062763,228000000,400062763,200062763,1.0
2010,True Grit,Paramount Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,35000000,171243005,81033923,252276928,217276928,6.0
2010,Clash of the Titans,Warner Bros.,Action,Remake,Live Action,Fantasy,125000000,163214888,330000000,493214888,368214888,3.0
2010,Grown Ups,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,75000000,162001186,110222244,272223430,197223430,3.0
2010,Little Fockers,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,100000000,148438600,162211974,310650574,210650574,2.0
2010,Megamind,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,130000000,148415853,173471355,321887208,191887208,1.0
2010,The King’s Speech,Weinstein Co.,Drama,Original Screenplay,Live Action,Dramatization,15000000,138797449,292023719,430821168,415821168,28.0
2010,The Last Airbender,Paramount Pictures,Adventure,Based on TV,Live Action,Fantasy,150000000,131772187,187941694,319713881,169713881,1.0
2010,Shutter Island,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,80000000,128012934,171448848,299461782,219461782,3.0
2010,The Other Guys,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,100000000,119219978,51716492,170936470,70936470,1.0
2010,Salt,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,130000000,118311368,172339126,290650494,160650494,1.0
2010,Jackass 3D,Paramount Pictures,Comedy,Based on TV,Live Action,Factual,20000000,117229692,54456101,171685793,151685793,8.0
2010,Valentine's Day,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,52000000,110485654,107083674,217569328,165569328,3.0
2010,Black Swan,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,13000000,106954678,224312032,331266710,318266710,24.0
2010,Robin Hood,Universal,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,210000000,105487148,216971858,322459006,112459006,1.0
2010,The Chronicles of Narnia: The Voyage …,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,155000000,104386950,313800000,418186950,263186950,2.0
2010,The Expendables,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,82000000,103068524,165199650,268268174,186268174,2.0
2010,Due Date,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,65000000,100539043,111200000,211739043,146739043,2.0
2010,Yogi Bear,Warner Bros.,Adventure,Based on TV,Animation/Live Action,Kids Fiction,80000000,100246011,104528679,204774690,124774690,2.0
2010,Date Night,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,55000000,98711404,53557629,152269033,97269033,2.0
2010,The Social Network,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,40000000,96962694,127959441,224922135,184922135,5.0
2010,Sex and the City 2,Warner Bros.,Comedy,Based on TV,Live Action,Contemporary Fiction,95000000,95347692,199333086,294680778,199680778,2.0
2010,The Book of Eli,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,80000000,94835059,63915758,158750817,78750817,1.0
2010,The Fighter,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,11000000,93617009,35645379,129262388,118262388,11.0
2010,The Town,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,37000000,92186262,60380619,152566881,115566881,3.0
2010,Prince of Persia: Sands of Time,Walt Disney,Action,Based on Game,Live Action,Fantasy,200000000,90759676,245600000,336359676,136359676,1.0
2010,Red,Summit Entertainment,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,60000000,90380162,106059531,196439693,136439693,2.0
2010,Percy Jackson & the Olympians: The Li…,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,95000000,88768303,134282571,223050874,128050874,1.0
2010,Paranormal Activity 2,Paramount Pictures,Horror,Original Screenplay,Live Action,Fantasy,3000000,84752907,92759125,177512032,174512032,58.0
2010,Unstoppable,20th Century Fox,Action,Based on Real Life Events,Live Action,Dramatization,95000000,81562942,84157979,165720921,70720921,1.0
2010,Eat Pray Love,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,60000000,80574010,126024779,206598789,146598789,2.0
2010,Dear John,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,25000000,80014842,62018667,142033509,117033509,5.0
2010,The A-Team,20th Century Fox,Action,Based on TV,Live Action,Contemporary Fiction,110000000,77222099,100019072,177241171,67241171,1.0
2010,Knight and Day,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,117000000,76423035,182328335,258751370,141751370,1.0
2010,Dinner for Schmucks,Paramount Pictures,Comedy,Remake,Live Action,Contemporary Fiction,69000000,73026337,13770165,86796502,17796502,0.0
2010,The Tourist,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,100000000,67631157,211100212,278731369,178731369,2.0
2010,The Bounty Hunter,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,45000000,67061228,68747609,135808837,90808837,2.0
2010,Diary of a Wimpy Kid,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000,64003625,12950686,76954311,61954311,4.0
2010,The Sorcerer's Apprentice,Walt Disney,Adventure,Based on Short Film,Animation/Live Action,Fantasy,160000000,63150991,154835329,217986320,57986320,0.0
2010,A Nightmare on Elm Street,Warner Bros.,Horror,Remake,Live Action,Fantasy,35000000,63075011,54654610,117729621,82729621,2.0
2010,The Last Song,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,62950384,29728564,92678948,72678948,4.0
2010,The Wolfman,Universal,Horror,Remake,Live Action,Fantasy,150000000,62189884,80444474,142634358,-7365642,-0.0
2010,Get Him to the Greek,Universal,Comedy,Spin-Off,Live Action,Contemporary Fiction,40000000,61153526,31841401,92994927,52994927,1.0
2010,Resident Evil: Afterlife,Sony Pictures,Horror,Based on Game,Live Action,Science Fiction,57500000,60128566,235745624,295874190,238374190,4.0
2010,Why Did I Get Married Too?,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,20000000,60095852,735215,60831067,40831067,2.0
2010,Tooth Fairy,20th Century Fox,Adventure,Original Screenplay,Live Action,Fantasy,48000000,60022256,52588130,112610386,64610386,1.0
2010,Secretariat,Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,35000000,59699513,676734,60376247,25376247,1.0
2010,Easy A,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,8000000,58401464,17799257,76200721,68200721,9.0
2010,Takers,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,32000000,57744720,12842548,70587268,38587268,1.0
2010,Legend of the Guardians: The Owls of …,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,100000000,55675313,84041404,139716717,39716717,0.0
2010,Life as We Know It,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,38000000,53374681,52513156,105887837,67887837,2.0
2010,Letters to Juliet,Summit Entertainment,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,30000000,53032453,29116085,82148538,52148538,2.0
2010,Wall Street 2: Money Never Sleeps,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,70000000,52474616,84957003,137431619,67431619,1.0
2010,Predators,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,40000000,52000688,75233701,127234389,87234389,2.0
2010,Hot Tub Time Machine,MGM,Comedy,Original Screenplay,Live Action,Science Fiction,36000000,50269859,15697891,65967750,29967750,1.0
2010,Kick-Ass,Lionsgate,Black Comedy,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,28000000,48071303,49459831,97531134,69531134,2.0
2010,Killers,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,75000000,47059963,48512786,95572749,20572749,0.0
2010,Saw 3D,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,17000000,45710178,88025106,133735284,116735284,7.0
2010,Cop Out,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,37000000,44875481,11034429,55909910,18909910,1.0
2010,Cats & Dogs: The Revenge of Kitty Galore,Warner Bros.,Adventure,Original Screenplay,Live Action,Kids Fiction,85000000,43585753,69440630,113026383,28026383,0.0
2010,Edge of Darkness,Warner Bros.,Drama,Based on TV,Live Action,Contemporary Fiction,60000000,43313890,39498566,82812456,22812456,0.0
2010,Gulliver's Travels,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,112000000,42779261,189238587,232017848,120017848,1.0
2010,Death at a Funeral,Sony Pictures,Comedy,Remake,Live Action,Contemporary Fiction,21000000,42739347,6237886,48977233,27977233,1.0
2010,Step Up 3D,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,30000000,42400223,123488894,165889117,135889117,5.0
2010,The Last Exorcism,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,1800000,41034350,29131550,70165900,68365900,38.0
2010,Legion,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Fantasy,26000000,40168080,27479494,67647574,41647574,2.0
2010,Burlesque,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,55000000,39440655,51112020,90552675,35552675,1.0
2010,The Crazies,Overture Films,Horror,Remake,Live Action,Contemporary Fiction,19000000,39123589,17321945,56445534,37445534,2.0
2010,For Colored Girls,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,21000000,37729698,288175,38017873,17017873,1.0
2010,The Back-up Plan,CBS Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,37490007,37791172,75281179,40281179,1.0
2010,Vampires Suck,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,36661504,44763484,81424988,61424988,3.0
2010,The American,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000,35606376,32344347,67950723,47950723,2.0
2010,Green Zone,Universal,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,100000000,35497337,62025683,97523020,-2476980,-0.0
2010,Devil,Universal,Horror,Original Screenplay,Live Action,Fantasy,10000000,33679655,29674459,63354114,53354114,5.0
2010,Marmaduke,20th Century Fox,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,50000000,33644788,56251142,89895930,39895930,1.0
2010,Hereafter,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,50000000,32746941,75913329,108660270,58660270,1.0
2010,Love and Other Drugs,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,30000000,32367005,70349316,102716321,72716321,2.0
2010,She's Out of My League,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,32010860,16670117,48680977,28680977,1.0
2010,Scott Pilgrim vs. The World,Universal,Comedy,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,85000000,31611316,16445448,48056764,-36943236,-0.0
2010,Charlie St. Cloud,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,44000000,31206263,17271821,48478084,4478084,0.0
2010,Morning Glory,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,31011732,28783338,59795070,19795070,0.0
2010,How Do You Know?,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,120000000,30212620,19415557,49628177,-70371823,-1.0
2010,Daybreakers,Lionsgate,Horror,Original Screenplay,Live Action,Science Fiction,20000000,30101577,21343926,51445503,31445503,2.0
2010,Nanny McPhee and the Big Bang,Universal,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,35000000,29197642,68602223,97799865,62799865,2.0
2010,The Switch,Miramax,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,19000000,27758465,22100000,49858465,30858465,2.0
2010,Brooklyn's Finest,Overture Films,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,17000000,27163593,12069640,39233233,22233233,1.0
2010,Machete,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,12500000,26593646,19777324,46370970,33870970,3.0
2011,Transformers: Dark of the Moon,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,195000000,352390543,771403536,1123794079,928794079,5.0
2011,"The Twilight Saga: Breaking Dawn, Part 1",Summit Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,127500000,281287133,408132918,689420051,561920051,4.0
2011,The Hangover Part II,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,80000000,254464305,332000000,586464305,506464305,6.0
2011,Pirates of the Caribbean: On Stranger…,Walt Disney,Adventure,Based on Theme Park Ride,Live Action,Fantasy,379000000,241063875,804600000,1045663875,666663875,2.0
2011,Fast Five,Universal,Action,Based on Factual Book/Article,Live Action,Contemporary Fiction,125000000,210031325,420132129,630163454,505163454,4.0
2011,Mission: Impossible—Ghost Protocol,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,145000000,209397903,485315327,694713230,549713230,4.0
2011,Cars 2,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000,191450875,368704508,560155383,360155383,2.0
2011,Sherlock Holmes: A Game of Shadows,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,125000000,186848418,348815025,535663443,410663443,3.0
2011,Thor,Paramount Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,150000000,181030624,268295994,449326618,299326618,2.0
2011,Rise of the Planet of the Apes,20th Century Fox,Adventure,Remake,Animation/Live Action,Science Fiction,93000000,176760185,294226015,470986200,377986200,4.0
2011,Captain America: The First Avenger,Paramount Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,140000000,176654505,193915271,370569776,230569776,2.0
2011,The Help,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,25000000,169705587,43414417,213120004,188120004,8.0
2011,Bridesmaids,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,32500000,169211718,120420305,289632023,257132023,8.0
2011,Kung Fu Panda 2,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,150000000,165249063,499588484,664837547,514837547,3.0
2011,Puss in Boots,Paramount Pictures,Adventure,Spin-Off,Digital Animation,Kids Fiction,130000000,149260504,405726973,554987477,424987477,3.0
2011,X-Men: First Class,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,160000000,146408305,209000000,355408305,195408305,1.0
2011,Rio,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,90000000,143619809,343900000,487519809,397519809,4.0
2011,The Smurfs,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,110000000,142614158,421135165,563749323,453749323,4.0
2011,Alvin and the Chipmunks: Chipwrecked,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,80000000,133107389,215981134,349088523,269088523,3.0
2011,Super 8,Paramount Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,50000000,127004179,130968566,257972745,207972745,4.0
2011,Rango,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,135000000,123477607,122246993,245724600,110724600,1.0
2011,Horrible Bosses,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,117538559,94879042,212417601,177417601,5.0
2011,Green Lantern,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,200000000,116601172,102934320,219535492,19535492,0.0
2011,Hop,Universal,Adventure,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Kids Fiction,63000000,108085305,80572288,188657593,125657593,2.0
2011,Paranormal Activity 3,Paramount Pictures,Horror,Original Screenplay,Live Action,Fantasy,5000000,104028807,103011037,207039844,202039844,40.0
2011,Just Go With It,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,80000000,103028109,111946844,214974953,134974953,2.0
2011,The Girl with the Dragon Tattoo,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,90000000,102515793,136858177,239373970,149373970,2.0
2011,Cowboys and Aliens,Universal,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,163000000,100368560,75669764,176038324,13038324,0.0
2011,Bad Teacher,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,19000000,100292856,115156141,215448997,196448997,10.0
2011,Gnomeo and Juliet,Walt Disney,Comedy,Based on Play,Digital Animation,Fantasy,36000000,99967670,93770307,193737977,157737977,4.0
2011,The Green Hornet,Sony Pictures,Action,Based on TV,Live Action,Super Hero,110000000,98780042,130375461,229155503,119155503,1.0
2011,The Muppets,Walt Disney,Adventure,Based on TV,Live Action,Kids Fiction,45000000,88625922,72346000,160971922,115971922,3.0
2011,Real Steel,Walt Disney,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,110000000,85463309,178417032,263880341,153880341,1.0
2011,"Crazy, Stupid, Love",Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,50000000,84351197,62791131,147142328,97142328,2.0
2011,Battle: Los Angeles,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,70000000,83552429,129911547,213463976,143463976,2.0
2011,Immortals,Relativity,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,75000000,83504017,128058418,211562435,136562435,2.0
2011,The Descendants,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,82624961,92882839,175507800,155507800,8.0
2011,Zookeeper,Sony Pictures,Romantic Comedy,Original Screenplay,Animation/Live Action,Fantasy,80000000,80360866,90444659,170805525,90805525,1.0
2011,War Horse,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,70000000,79883359,76932170,156815529,86815529,1.0
2011,Limitless,Relativity,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,27000000,79249455,76315464,155564919,128564919,5.0
2011,Tower Heist,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,85000000,78046570,72376376,150422946,65422946,1.0
2011,The Adventures of Tintin,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Contemporary Fiction,130000000,77591831,296402120,373993951,243993951,2.0
2011,Contagion,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,60000000,75658097,61893497,137551594,77551594,1.0
2011,We Bought a Zoo,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,50000000,75624550,43104523,118729073,68729073,1.0
2011,Moneyball,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,50000000,75605492,35695343,111300835,61300835,1.0
2011,Jack and Jill,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,79000000,74158157,76361060,150519217,71519217,1.0
2011,Hugo,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,180000000,73864507,106183277,180047784,47784,0.0
2011,Justin Bieber: Never Say Never,Paramount Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,13000000,73013910,26020215,99034125,86034125,7.0
2011,Dolphin Tale,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,37000000,72286779,23781945,96068724,59068724,2.0
2011,No Strings Attached,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,70662220,78565858,149228078,124228078,5.0
2011,Mr. Poppers's Penguins,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,55000000,68224452,121400000,189624452,134624452,2.0
2011,Happy Feet Two,Warner Bros.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,135000000,64006466,93950000,157956466,22956466,0.0
2011,Unknown,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000,63686397,72436686,136123083,96123083,2.0
2011,The Adjustment Bureau,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,50200000,62495645,64435680,126931325,76731325,2.0
2011,Water for Elephants,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,38000000,58709717,58100000,116809717,78809717,2.0
2011,The Lincoln Lawyer,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,40000000,58009200,29135886,87145086,47145086,1.0
2011,Midnight in Paris,Sony Pictures Classics,Romantic Comedy,Original Screenplay,Live Action,Fantasy,30000000,56816662,105462666,162279328,132279328,4.0
2011,Friends with Benefits,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,55802754,90793137,146595891,111595891,3.0
2011,I am Number Four,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,50000000,55100437,91094722,146195159,96195159,2.0
2011,Source Code,Summit Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,32000000,54712227,85716272,140428499,108428499,3.0
2011,New Year’s Eve,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,26000000,54544638,92305635,146850273,120850273,5.0
2011,Insidious,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,1500000,54009150,45861736,99870886,98370886,66.0
2011,Madea's Big Happy Family,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,25000000,53345287,815531,54160818,29160818,1.0
2011,Diary of a Wimpy Kid: Rodrick Rules,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,18000000,52698535,20996659,73695194,55695194,3.0
2011,Footloose,Paramount Pictures,Musical,Remake,Live Action,Contemporary Fiction,24000000,51802742,11187092,62989834,38989834,2.0
2011,The Dilemma,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,70000000,48475290,22071575,70546865,546865,0.0
2011,Arthur Christmas,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,85000000,46462469,103254655,149717124,64717124,1.0
2011,Hall Pass,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,68000000,45060734,42112741,87173475,19173475,0.0
2011,The Artist,Weinstein Co.,Drama,Original Screenplay,Live Action,Historical Fiction,16000000,44667095,83589617,128256712,112256712,7.0
2011,Soul Surfer,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,18000000,43853424,3305228,47158652,29158652,2.0
2011,Final Destination 5,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,40000000,42587643,112423522,155011165,115011165,3.0
2011,The Ides of March,Sony Pictures,Drama,Based on Play,Live Action,Contemporary Fiction,23000000,40962534,36773391,77735925,54735925,2.0
2011,Hanna,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,30000000,40259119,25084575,65343694,35343694,1.0
2011,Something Borrowed,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,35000000,39046489,26037627,65084116,30084116,1.0
2011,Spy Kids: All the Time in the World,Weinstein/Dimension,Adventure,Original Screenplay,Live Action,Kids Fiction,27000000,38536376,42144807,80681183,53681183,2.0
2011,Scream 4,Weinstein/Dimension,Horror,Original Screenplay,Live Action,Contemporary Fiction,40000000,38180928,57808662,95989590,55989590,1.0
2011,"Big Mommas: Like Father, Like Son",20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,32000000,37915414,44417036,82332450,50332450,2.0
2011,Red Riding Hood,Warner Bros.,Thriller/Suspense,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,42000000,37662162,54016280,91678442,49678442,1.0
2011,In Time,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,35000000,37553932,127550020,165103952,130103952,4.0
2011,Paul,Universal,Comedy,Original Screenplay,Live Action,Science Fiction,40000000,37412945,63749161,101162106,61162106,2.0
2011,J. Edgar,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,35000000,37306030,47300000,84606030,49606030,1.0
2011,The Roommate,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,16000000,37300107,15245600,52545707,36545707,2.0
2011,Jumping the Broom,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,7000000,37295394,863207,38158601,31158601,4.0
2011,The Change-Up,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,52000000,37243418,38753649,75997067,23997067,0.0
2011,30 Minutes or Less,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,28000000,37053924,3912792,40966716,12966716,0.0
2011,Colombiana,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000,36665854,35629408,72295262,32295262,1.0
2011,Sucker Punch,Warner Bros.,Action,Original Screenplay,Live Action,Fantasy,75000000,36392502,53365887,89758389,14758389,0.0
2011,Larry Crowne,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,35608245,25840890,61449135,31449135,1.0
2011,A Very Harold & Kumar 3D Christmas,Warner Bros.,Comedy,Original Screenplay,Live Action,Fantasy,20000000,35061031,1204714,36265745,16265745,1.0
2011,Drive,FilmDistrict,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000,35060689,46297241,81357930,66357930,4.0
2011,50/50,Summit Entertainment,Black Comedy,Based on Real Life Events,Live Action,Contemporary Fiction,8000000,35016118,6318617,41334735,33334735,4.0
2011,Courageous,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,2000000,34522221,663663,35185884,33185884,17.0
2011,The Rite,Warner Bros.,Horror,Based on Factual Book/Article,Live Action,Dramatization,37000000,33047633,64096354,97143987,60143987,2.0
2011,Arthur,Warner Bros.,Comedy,Remake,Live Action,Contemporary Fiction,40000000,33035397,14752546,47787943,7787943,0.0
