Year,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,Budget,DomesticGross,InternationalGross,WorldwideGross,NetProfits,roi
2016,The Legend of Tarzan,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,180000000,126643061,222258964,348902025,168902025,1.0
2016,Sully,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,60000000,125070033,113454523,238524556,178524556,3.0
2016,Bad Moms,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,113257297,67741419,180998716,160998716,8.0
2016,The Angry Birds Movie,Sony Pictures,Adventure,Based on Game,Digital Animation,Kids Fiction,73000000,107509366,244818521,352327887,279327887,4.0
2016,Independence Day: Resurgence,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,165000000,103144286,281025138,384169424,219169424,1.0
2016,The Conjuring 2: The Enfield Poltergeist,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,40000000,102470008,208005884,310475892,270475892,7.0
2016,Arrival,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,47000000,100546139,102581755,203127894,156127894,3.0
2016,Passengers,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,110000000,100014699,202224973,302239672,192239672,2.0
2016,Sausage Party,Sony Pictures,Comedy,Original Screenplay,Digital Animation,Fantasy,19000000,97670358,43673897,141344255,122344255,6.0
2016,The Magnificent Seven,Sony Pictures,Western,Remake,Live Action,Historical Fiction,90000000,93432655,69092501,162525156,72525156,1.0
2016,Ride Along 2,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,90862685,33964631,124827316,84827316,2.0
2016,Don’t Breathe,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,89217875,69755810,158973685,148973685,15.0
2016,Miss Peregrine’s Home for Peculiar …,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,110000000,87242834,208744042,295986876,185986876,2.0
2016,The Accountant,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000,86260045,66702038,152962083,112962083,3.0
2016,Teenage Mutant Ninja Turtles: Out of …,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,135000000,82051601,163276773,245328374,110328374,1.0
2016,The Purge: Election Year,Universal,Horror,Original Screenplay,Live Action,Science Fiction,10000000,79042440,39472287,118514727,108514727,11.0
2016,Alice Through the Looking Glass,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,170000000,77042381,199885731,276928112,106928112,1.0
2016,Pete’s Dragon,Walt Disney,Adventure,Remake,Animation/Live Action,Kids Fiction,65000000,76233151,61535824,137768975,72768975,1.0
2016,The Girl on the Train,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,45000000,75395035,98883179,174278214,129278214,3.0
2016,Tyler Perry’s Boo! A Madea Halloween,Lionsgate,Comedy,Based on Play,Live Action,Contemporary Fiction,20000000,73206343,0,73206343,53206343,3.0
2016,Storks,Warner Bros.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,70000000,72679278,110674153,183353431,113353431,2.0
2016,10 Cloverfield Lane,Paramount Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,15000000,72082999,36203423,108286422,93286422,6.0
2016,Lights Out,Warner Bros.,Horror,Based on Short Film,Live Action,Contemporary Fiction,5000000,67268835,81537675,148806510,143806510,29.0
2016,Hacksaw Ridge,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,40000000,67209615,101695067,168904682,128904682,3.0
2016,The Divergent Series: Allegiant,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,110000000,66184051,105838466,172022517,62022517,1.0
2016,Now You See Me 2,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,90000000,65075540,263249467,328325007,238325007,3.0
2016,Ice Age: Collision Course,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,105000000,64063008,338093674,402156682,297156682,3.0
2016,The Boss,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,29000000,63077560,15574647,78652207,49652207,2.0
2016,London Has Fallen,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,60000000,62524260,132669825,195194085,135194085,2.0
2016,Miracles from Heaven,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,13000000,61705123,12093613,73798736,60798736,5.0
2016,Deepwater Horizon,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,156000000,61433527,61170297,122603824,-33396176,-0.0
2016,Why Him?,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,38000000,60323786,57101370,117425156,79425156,2.0
2016,My Big Fat Greek Wedding 2,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,18000000,59689605,32406953,92096558,74096558,4.0
2016,Jack Reacher: Never Go Back,Paramount Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,60000000,58697076,101249413,159946489,99946489,2.0
2016,Fences,Paramount Pictures,Drama,Based on Play,Live Action,Historical Fiction,24000000,57682904,6599977,64282881,40282881,2.0
2016,Me Before You,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,56245075,152020123,208265198,188265198,9.0
2016,The BFG,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,140000000,55483770,144162910,199646680,59646680,0.0
2016,Neighbors 2: Sorority Rising,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,55340730,53416891,108757621,73757621,2.0
2016,The Shallows,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,13000000,55121623,63641819,118763442,105763442,8.0
2016,Office Christmas Party,Paramount Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,45000000,54767494,60330380,115097874,70097874,2.0
2016,Assassin’s Creed,20th Century Fox,Action,Based on Game,Live Action,Science Fiction,125000000,54647948,186111734,240759682,115759682,1.0
2016,Barbershop: The Next Cut,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,54030051,374151,54404202,34404202,2.0
2016,13 Hours: The Secret Soldiers of Beng…,Paramount Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,50000000,52853219,16558151,69411370,19411370,0.0
2016,Lion,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Dramatization,12000000,51739495,97831225,149570720,137570720,11.0
2016,The Huntsman: Winter’s War,Universal,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,115000000,48003015,117146287,165149302,50149302,0.0
2016,Manchester by the Sea,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,8500000,47695371,30038496,77733867,69233867,8.0
2016,Warcraft,Universal,Action,Based on Game,Live Action,Fantasy,160000000,47365290,391534534,438899824,278899824,2.0
2016,How to be Single,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,37000000,46843513,53160267,100003780,63003780,2.0
2016,Mike and Dave Need Wedding Dates,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,33000000,46009673,29888427,75898100,42898100,1.0
2016,War Dogs,Warner Bros.,Comedy,Based on Factual Book/Article,Live Action,Dramatization,50000000,43034523,43199980,86234503,36234503,1.0
2016,Almost Christmas,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,17000000,42065185,428321,42493506,25493506,1.0
2016,Money Monster,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,27000000,41012075,52454020,93466095,66466095,2.0
2016,Allied,Paramount Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,106000000,40098064,79168597,119266661,13266661,0.0
2016,Nerve,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,38583626,47000319,85583945,65583945,3.0
2016,Risen,Sony Pictures,Drama,Based on Religious Text,Live Action,Historical Fiction,20000000,36880033,9375730,46255763,26255763,1.0
2016,The Nice Guys,Warner Bros.,Black Comedy,Original Screenplay,Live Action,Historical Fiction,50000000,36261763,23334984,59596747,9596747,0.0
2016,The Boy,STX Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,35819556,32401396,68220952,58220952,6.0
2016,Dirty Grandpa,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,11500000,35593113,69485336,105078449,93578449,8.0
2016,Ouija: Origin of Evil,Universal,Horror,Based on Game,Live Action,Historical Fiction,9000000,35144505,46687361,81831866,72831866,8.0
2016,The 5th Wave,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,38000000,34912982,76423416,111336398,73336398,2.0
2016,Inferno,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,75000000,34343574,185175793,219519367,144519367,2.0
2016,Mother’s Day,Open Road,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,32492859,19874163,52367022,27367022,1.0
2016,Patriots Day,Lionsgate,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,40000000,31886361,20951628,52837989,12837989,0.0
2016,Gods of Egypt,Lionsgate,Adventure,Original Screenplay,Live Action,Fantasy,140000000,31153464,107683292,138836756,-1163244,-0.0
2016,Collateral Beauty,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,36000000,31016021,54293072,85309093,49309093,1.0
2016,"Hail, Caesar!",Universal,Comedy,Original Screenplay,Live Action,Historical Fiction,22000000,30080225,34139971,64220196,42220196,2.0
2016,When the Bough Breaks,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,10000000,29747603,1020846,30768449,20768449,2.0
2016,Zoolander 2,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,50000000,28848693,26500000,55348693,5348693,0.0
2016,Moonlight,A24,Drama,Based on Play,Live Action,Historical Fiction,1500000,27854931,37390581,65245512,63745512,42.0
2016,The Finest Hours,Walt Disney,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,70000000,27569558,21683203,49252761,-20747239,-0.0
2016,Florence Foster Jenkins,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,29000000,27383770,28616569,56000339,27000339,1.0
2016,Hell or High Water,Lionsgate,Western,Original Screenplay,Live Action,Contemporary Fiction,12000000,27007844,10576460,37584304,25584304,2.0
2016,The Forest,Focus / Gramercy,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,10000000,26594261,14154969,40749230,30749230,3.0
2016,Ben-Hur,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,95000000,26410477,65259171,91669648,-3330352,-0.0
2016,The Witch,A24,Horror,Original Screenplay,Live Action,Historical Fiction,3500000,25138705,15315815,40454520,36954520,11.0
2016,Bridget Jones’s Baby,Universal,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,35000000,24139805,181682883,205822688,170822688,5.0
2016,Kevin Hart: What Now?,Universal,Concert/Performance,Based on Real Life Events,Live Action,Factual,10000000,23591043,0,23591043,13591043,1.0
2017,Star Wars Ep. VIII: The Last Jedi,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,200000000,620181382,712358507,1332539889,1132539889,6.0
2017,Beauty and the Beast,Walt Disney,Musical,Remake,Animation/Live Action,Fantasy,160000000,504014165,754940539,1258954704,1098954704,7.0
2017,Wonder Woman,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,150000000,412563408,408569970,821133378,671133378,4.0
2017,Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,90000000,404508916,559987277,964496193,874496193,10.0
2017,Guardians of the Galaxy Vol 2,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,200000000,389813101,479300000,869113101,669113101,3.0
2017,Spider-Man: Homecoming,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,175000000,334201140,545965210,880166350,705166350,4.0
2017,It,Warner Bros.,Horror,Remake,Live Action,Historical Fiction,35000000,328828874,372891173,701720047,666720047,19.0
2017,Thor: Ragnarok,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,180000000,315058289,538900000,853958289,673958289,4.0
2017,Despicable Me 3,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,75000000,264624300,770007433,1034631733,959631733,13.0
2017,Justice League,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,300000000,229024295,426920914,655945209,355945209,1.0
2017,Logan,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,127000000,226277068,387951364,614228432,487228432,4.0
2017,The Fate of the Furious,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,250000000,225764765,1013000000,1238764765,988764765,4.0
2017,Coco,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,175000000,209726015,590250000,799976015,624976015,4.0
2017,Dunkirk,Warner Bros.,Action,Original Screenplay,Live Action,Dramatization,150000000,190068280,337200000,527268280,377268280,3.0
2017,Get Out,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,176040665,77834812,253875477,248875477,50.0
2017,The Lego Batman Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,80000000,175750384,134909634,310660018,230660018,3.0
2017,The Boss Baby,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,125000000,175003033,352962903,527965936,402965936,3.0
2017,The Greatest Showman,20th Century Fox,Musical,Based on Real Life Events,Live Action,Dramatization,84000000,174340174,265067324,439407498,355407498,4.0
2017,Pirates of the Caribbean: Dead Men Te…,Walt Disney,Adventure,Based on Theme Park Ride,Animation/Live Action,Fantasy,230000000,172558876,615682261,788241137,558241137,2.0
2017,Kong: Skull Island,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,185000000,168052812,393019247,561072059,376072059,2.0
2017,Cars 3,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,175000000,152901115,230640254,383541369,208541369,1.0
2017,War for the Planet of the Apes,20th Century Fox,Action,Original Screenplay,Animation/Live Action,Science Fiction,152000000,146880162,342712105,489592267,337592267,2.0
2017,Split,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,138141585,140823221,278964806,273964806,55.0
2017,Wonder,Lionsgate,Drama,Based on Factual Book/Article,Live Action,Dramatization,20000000,132422809,180332406,312755215,292755215,15.0
2017,Transformers: The Last Knight,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,217000000,130168683,472724657,602893340,385893340,2.0
2017,Girls Trip,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,28000000,115108515,25777838,140886353,112886353,4.0
2017,Fifty Shades Darker,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,55000000,114434010,266964482,381398492,326398492,6.0
2017,Baby Driver,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,34000000,107825862,120278323,228104185,194104185,6.0
2017,Pitch Perfect 3,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,45000000,104897530,80838882,185736412,140736412,3.0
2017,Daddy’s Home 2,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,70000000,104029443,71777740,175807183,105807183,2.0
2017,Murder on the Orient Express,20th Century Fox,Drama,Remake,Live Action,Historical Fiction,55000000,102826543,243096187,345922730,290922730,5.0
2017,Annabelle: Creation,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,15000000,102092201,203292664,305384865,290384865,19.0
2017,Kingsman: The Golden Circle,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,104000000,100234838,308568858,408803696,304803696,3.0
2017,Blade Runner 2049,Warner Bros.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,185000000,92054159,167295760,259349919,74349919,0.0
2017,John Wick: Chapter Two,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,40000000,92029184,79288087,171317271,131317271,3.0
2017,The Emoji Movie,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,50000000,86089513,130475327,216564840,166564840,3.0
2017,Power Rangers,Lionsgate,Action,Based on TV,Animation/Live Action,Kids Fiction,120000000,85364450,57167102,142531552,22531552,0.0
2017,Ferdinand,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,111000000,84410380,205428533,289838913,178838913,2.0
2017,The Post,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,50000000,81903458,97865999,179769457,129769457,3.0
2017,The Mummy,Universal,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,195000000,80101125,329852780,409953905,214953905,1.0
2017,The Hitman’s Bodyguard,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,30000000,75468583,97310084,172778667,142778667,5.0
2017,Alien: Covenant,20th Century Fox,Horror,Original Screenplay,Live Action,Science Fiction,97000000,74262031,164259216,238521247,141521247,1.0
2017,Captain Underpants: The First Epic Movie,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,38000000,73921000,52656874,126577874,88577874,2.0
2017,A Bad Moms Christmas,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,28000000,72110659,55599891,127710550,99710550,4.0
2017,A Dog’s Purpose,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,25000000,64321890,139283537,203605427,178605427,7.0
2017,The Shape of Water,Fox Searchlight,Drama,Original Screenplay,Live Action,Historical Fiction,19500000,63859435,131931359,195790794,176290794,9.0
2017,The Lego Ninjago Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,70000000,59281555,63455646,122737201,52737201,1.0
2017,Baywatch,Paramount Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,60000000,58060186,117803597,175863783,115863783,2.0
2017,The Shack,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,57386418,39522040,96908458,76908458,4.0
2017,Darkest Hour,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,30000000,56443120,94388966,150832086,120832086,4.0
2017,Happy Death Day,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,55683845,69326415,125010260,120010260,24.0
2017,"Three Billboards Outside Ebbing, Miss…",Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,12000000,54513740,106966302,161480042,149480042,12.0
2017,Atomic Blonde,Focus Features,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Historical Fiction,30000000,51573925,46771498,98345423,68345423,2.0
2017,American Made,Universal,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,50000000,51342000,84227212,135569212,85569212,2.0
2017,The Dark Tower,Sony Pictures,Western,Based on Fiction Book/Short Story,Live Action,Science Fiction,60000000,50701325,62760202,113461527,53461527,1.0
2017,Lady Bird,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,10000000,48958273,29986725,78944998,68944998,7.0
2017,Tyler Perry’s Boo 2! A Madea Halloween,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,47319572,560000,47879572,27879572,1.0
2017,Snatched,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,42000000,45852178,11999999,57852177,15852177,0.0
2017,The Great Wall,Universal,Action,Original Screenplay,Live Action,Historical Fiction,150000000,45157105,289329747,334486852,184486852,1.0
2017,Smurfs: The Lost Village,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,60000000,45020282,152558304,197578586,137578586,2.0
2017,Going in Style,Warner Bros.,Comedy,Remake,Live Action,Contemporary Fiction,24000000,45018541,35793883,80812424,56812424,2.0
2017,All Eyez on Me,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,45000000,44922302,12775124,57697426,12697426,0.0
2017,xXx: Return of Xander Cage,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,85000000,44898413,300134946,345033359,260033359,3.0
2017,47 Meters Down,Entertainment Studios Motion Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,5300000,44307193,18326512,62633705,57333705,11.0
2017,The Big Sick,Lionsgate,Romantic Comedy,Based on Real Life Events,Live Action,Dramatization,5000000,42872467,13996210,56868677,51868677,10.0
2017,The Star,Sony Pictures,Adventure,Based on Religious Text,Digital Animation,Kids Fiction,20000000,40847995,21910015,62758010,42758010,2.0
2017,Ghost in the Shell,Paramount Pictures,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,110000000,40563557,127347133,167910690,57910690,1.0
2017,Valerian and the City of a Thousand P…,STX Entertainment,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,180000000,40479370,174618986,215098356,35098356,0.0
2017,King Arthur: Legend of the Sword,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,175000000,39175066,100455270,139630336,-35369664,-0.0
2017,Jigsaw,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,38052832,66170483,104223315,94223315,9.0
2017,American Assassin,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,63000000,36249674,32060466,68310140,5310140,0.0
2017,The Foreigner,STX Entertainment,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,35000000,34393507,106389853,140783360,105783360,3.0
2017,"Everything, Everything",Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,10000000,34121140,27481996,61603136,51603136,5.0
2017,Wind River,Weinstein Co.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,11000000,33800859,11197393,44998252,33998252,3.0
2017,Geostorm,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,100000000,33700160,187095849,220796009,120796009,1.0
2017,Monster Trucks,Paramount Pictures,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,125000000,33370166,28272632,61642798,-63357202,-1.0
2017,Fist Fight,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,32187017,8099399,40286416,15286416,1.0
2017,How to Be a Latin Lover,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,32149404,30406824,62556228,52556228,5.0
2017,Kidnap,Aviron Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,21000000,30718107,4117973,34836080,13836080,1.0
2017,Underworld: Blood Wars,Sony Pictures,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,35000000,30353973,50855249,81209222,46209222,1.0
2017,Life,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,58000000,30234022,70695644,100929666,42929666,1.0
2017,"I, Tonya",Neon,Black Comedy,Based on Real Life Events,Live Action,Dramatization,11000000,30014534,23782875,53797409,42797409,4.0
2017,Hostiles,Entertainment Studios Motion Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,50000000,29819114,5662827,35481941,-14518059,-0.0
2017,Molly’s Game,STX Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,30000000,28780744,24515680,53296424,23296424,1.0
2017,The Nut Job 2: Nutty by Nature,Open Road,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,40000000,28370522,29067867,57438389,17438389,0.0
2017,Rings,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,25000000,27793018,55124265,82917283,57917283,2.0
2017,Logan Lucky,Bleecker Street,Comedy,Original Screenplay,Live Action,Contemporary Fiction,29000000,27778642,16485629,44264271,15264271,1.0
2017,Home Again,Open Road,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,15000000,27020284,10316590,37336874,22336874,1.0
2017,Resident Evil: The Final Chapter,Sony Pictures,Action,Based on Game,Live Action,Science Fiction,40000000,26844692,287256498,314101190,274101190,7.0
2017,The House,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,25584504,5607921,31192425,-8807575,-0.0
2017,All the Money in the World,Sony Pictures,Thriller/Suspense,Based on Factual Book/Article,Live Action,Dramatization,50000000,25106325,31784324,56890649,6890649,0.0
2017,Gifted,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,7000000,24801212,12163444,36964656,29964656,4.0
2017,Downsizing,Paramount Pictures,Comedy,Original Screenplay,Live Action,Science Fiction,68000000,24449754,30013217,54462971,-13537029,-0.0
2017,The Bye Bye Man,STX Entertainment,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,7400000,22395806,8791921,31187727,23787727,3.0
2017,Victoria and Abdul,Focus Features,Drama,Based on Factual Book/Article,Live Action,Dramatization,21000000,22245070,46026076,68271146,47271146,2.0
2017,Rough Night,Sony Pictures,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,22105643,24738714,46844357,26844357,1.0
2017,My Little Pony: The Movie,Lionsgate,Adventure,Based on Toy,Digital Animation,Kids Fiction,6500000,21885107,39409537,61294644,54794644,8.0
2017,Ballerina,Weinstein Co.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,30000000,21858070,75032724,96890794,66890794,2.0
2017,Phantom Thread,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,35000000,21198205,26698516,47896721,12896721,0.0
2018,Black Panther,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000,700059566,646043810,1346103376,1146103376,6.0
2018,Avengers: Infinity War,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,300000000,678815482,1369544272,2048359754,1748359754,6.0
2018,Incredibles 2,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000,608581744,634223615,1242805359,1042805359,5.0
2018,Jurassic World: Fallen Kingdom,Universal,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,170000000,417719760,890751228,1308470988,1138470988,7.0
2018,Aquaman,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,160000000,335061807,808904713,1143966520,983966520,6.0
2018,Deadpool 2,20th Century Fox,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,110000000,324591735,462088822,786680557,676680557,6.0
2018,Dr. Seuss’ The Grinch,Universal,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,75000000,270620950,241048559,511669509,436669509,6.0
2018,Mission: Impossible—Fallout,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,178000000,220159104,567297448,787456552,609456552,3.0
2018,Ant-Man and the Wasp,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,130000000,216648740,406495920,623144660,493144660,4.0
2018,Bohemian Rhapsody,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,55000000,216303339,684502020,900805359,845805359,15.0
2018,A Star is Born,Warner Bros.,Drama,Remake,Live Action,Contemporary Fiction,36000000,215288866,218086903,433375769,397375769,11.0
2018,Solo: A Star Wars Story,Walt Disney,Adventure,Spin-Off,Animation/Live Action,Science Fiction,275000000,213767512,179383835,393151347,118151347,0.0
2018,Venom,Sony Pictures,Action,Spin-Off,Animation/Live Action,Super Hero,116000000,213511408,640117197,853628605,737628605,6.0
2018,Ralph Breaks The Internet,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,175000000,201091711,328199119,529290830,354290830,2.0
